concatenated_source,source_publisher,source_product,source_full_version,source_availability,source_end_of_support
Micro Focus - AcuConnectDistributedProcessing - 8.1,Micro Focus,AcuConnectDistributedProcessing,8.1,,2017-02-28
Micro Focus - AcuConnectDistributedProcessing - 8.1,Micro Focus,AcuConnectDistributedProcessing,8.1,,2017-02-28
Micro Focus - AcuConnectDistributedProcessing - 8.1,Micro Focus,AcuConnectDistributedProcessing,8.1,,2017-02-28
Micro Focus - AcuConnectDistributedProcessing - 9.0,Micro Focus,AcuConnectDistributedProcessing,9.0,,
Micro Focus - AcuConnectDistributedProcessing - 9.0,Micro Focus,AcuConnectDistributedProcessing,9.0,,
Micro Focus - AcuConnectDistributedProcessing - 9.1,Micro Focus,AcuConnectDistributedProcessing,9.1,,
Micro Focus - AcuConnectDistributedProcessing - 9.1,Micro Focus,AcuConnectDistributedProcessing,9.1,,
Micro Focus - AcuConnectDistributedProcessing - 9.1,Micro Focus,AcuConnectDistributedProcessing,9.1,,
Micro Focus - AcuConnectDistributedProcessing - 9.12.1,Micro Focus,AcuConnectDistributedProcessing,9.12.1,,
Micro Focus - AcuConnectDistributedProcessing - 9.2,Micro Focus,AcuConnectDistributedProcessing,9.2,,
Micro Focus - AcuConnectDistributedProcessing - 9.2,Micro Focus,AcuConnectDistributedProcessing,9.2,,
Micro Focus - AcuConnectDistributedProcessing - 9.2,Micro Focus,AcuConnectDistributedProcessing,9.2,,
Micro Focus - AcuConnectDistributedProcessing - 9.2,Micro Focus,AcuConnectDistributedProcessing,9.2,,
Micro Focus - AcuConnectDistributedProcessing - 9.2,Micro Focus,AcuConnectDistributedProcessing,9.2,,
Micro Focus - AcuConnectDistributedProcessing - 9.2,Micro Focus,AcuConnectDistributedProcessing,9.2,,
Micro Focus - AcuConnectThinClient - 10.4.0,Micro Focus,AcuConnectThinClient,10.4.0,2021-04-29,
Micro Focus - AcuConnectThinClient - 10.3,Micro Focus,AcuConnectThinClient,10.3,2020-06-30,2021-11-30
Micro Focus - AcuConnectThinClient - 10.3,Micro Focus,AcuConnectThinClient,10.3,2019-11-27,2021-04-30
Micro Focus - AcuConnectThinClient - 10.0,Micro Focus,AcuConnectThinClient,10.0,,
Micro Focus - AcuConnectThinClient - 10.0,Micro Focus,AcuConnectThinClient,10.0,,
Micro Focus - AcuConnectThinClient - 10.1,Micro Focus,AcuConnectThinClient,10.1,,
Micro Focus - AcuConnectThinClient - 10.1,Micro Focus,AcuConnectThinClient,10.1,,
Micro Focus - AcuConnectThinClient - 10.2,Micro Focus,AcuConnectThinClient,10.2,,
Micro Focus - AcuConnectThinClient - 10.2,Micro Focus,AcuConnectThinClient,10.2,,
Micro Focus - AcuConnectThinClient - 5.21.1,Micro Focus,AcuConnectThinClient,5.21.1,,2006-10-31
Micro Focus - AcuConnectThinClient - 6.0,Micro Focus,AcuConnectThinClient,6.0,,2008-12-31
Micro Focus - AcuConnectThinClient - 6.1,Micro Focus,AcuConnectThinClient,6.1,,2008-12-31
Micro Focus - AcuConnectThinClient - 6.1,Micro Focus,AcuConnectThinClient,6.1,,2008-12-31
Micro Focus - AcuConnectThinClient - 6.2,Micro Focus,AcuConnectThinClient,6.2,,2008-12-31
Micro Focus - AcuConnectThinClient - 6.20.1,Micro Focus,AcuConnectThinClient,6.20.1,,2008-12-31
Micro Focus - AcuConnectThinClient - 7.0,Micro Focus,AcuConnectThinClient,7.0,,2010-12-31
Micro Focus - AcuConnectThinClient - 7.0,Micro Focus,AcuConnectThinClient,7.0,,2010-12-31
Micro Focus - AcuConnectThinClient - 7.1,Micro Focus,AcuConnectThinClient,7.1,,2010-12-31
Micro Focus - AcuConnectThinClient - 7.1,Micro Focus,AcuConnectThinClient,7.1,,2010-12-31
Micro Focus - AcuConnectThinClient - 7.2,Micro Focus,AcuConnectThinClient,7.2,,2010-12-31
Micro Focus - AcuConnectThinClient - 7.2,Micro Focus,AcuConnectThinClient,7.2,,2010-12-31
Micro Focus - AcuConnectThinClient - 7.2,Micro Focus,AcuConnectThinClient,7.2,,2010-12-31
Micro Focus - AcuConnectThinClientJPN - 7.2,Micro Focus,AcuConnectThinClientJPN,7.2,,2011-12-31
Micro Focus - AcuConnectThinClient - 7.3,Micro Focus,AcuConnectThinClient,7.3,,2010-12-31
Micro Focus - AcuConnectThinClient - 8.0,Micro Focus,AcuConnectThinClient,8.0,,2017-02-28
Micro Focus - AcuConnectThinClient - 8.0,Micro Focus,AcuConnectThinClient,8.0,,2017-02-28
Micro Focus - AcuConnectThinClient - 8.1,Micro Focus,AcuConnectThinClient,8.1,,2017-02-28
Micro Focus - AcuConnectThinClient - 8.1,Micro Focus,AcuConnectThinClient,8.1,,2017-02-28
Micro Focus - AcuConnectThinClient - 8.1,Micro Focus,AcuConnectThinClient,8.1,,2017-02-28
Micro Focus - AcuConnectThinClient - 8.1,Micro Focus,AcuConnectThinClient,8.1,,2017-02-28
Micro Focus - AcuConnectThinClient - 9.0,Micro Focus,AcuConnectThinClient,9.0,,
Micro Focus - AcuConnectThinClient - 9.0,Micro Focus,AcuConnectThinClient,9.0,,
Micro Focus - AcuConnectThinClient - 9.1,Micro Focus,AcuConnectThinClient,9.1,,
Micro Focus - AcuConnectThinClient - 9.1,Micro Focus,AcuConnectThinClient,9.1,,
Micro Focus - AcuConnectThinClient - 9.1,Micro Focus,AcuConnectThinClient,9.1,,
Micro Focus - AcuConnectThinClient - 9.12.1,Micro Focus,AcuConnectThinClient,9.12.1,,
Micro Focus - AcuConnectThinClient - 9.2,Micro Focus,AcuConnectThinClient,9.2,,
Micro Focus - AcuConnectThinClient - 9.2,Micro Focus,AcuConnectThinClient,9.2,,
Micro Focus - AcuConnectThinClient - 9.2,Micro Focus,AcuConnectThinClient,9.2,,
Micro Focus - AcuConnectThinClient - 9.2,Micro Focus,AcuConnectThinClient,9.2,,
Micro Focus - AcuConnectThinClient - 9.2,Micro Focus,AcuConnectThinClient,9.2,,
Micro Focus - AcuConnectThinClient - 9.2,Micro Focus,AcuConnectThinClient,9.2,,
Micro Focus - AcuServer - 10.4.0,Micro Focus,AcuServer,10.4.0,2021-04-29,
Micro Focus - AcuServer - 10.3,Micro Focus,AcuServer,10.3,2020-06-30,2021-11-30
Micro Focus - AcuServer - 10.3,Micro Focus,AcuServer,10.3,2019-11-27,2021-04-30
Micro Focus - AcuServer - 10.0,Micro Focus,AcuServer,10.0,,
Micro Focus - AcuServer - 10.0,Micro Focus,AcuServer,10.0,,
Micro Focus - AcuServer - 10.1,Micro Focus,AcuServer,10.1,,
Micro Focus - AcuServer - 10.1,Micro Focus,AcuServer,10.1,,
Micro Focus - AcuServer - 10.2,Micro Focus,AcuServer,10.2,,
Micro Focus - AcuServer - 10.2,Micro Focus,AcuServer,10.2,,
Micro Focus - AcuServer - 4.2,Micro Focus,AcuServer,4.2,,2006-10-31
Micro Focus - AcuServer - 5.00.2,Micro Focus,AcuServer,5.00.2,,2006-10-31
Micro Focus - AcuServer - 5.10.2,Micro Focus,AcuServer,5.10.2,,2006-10-31
Micro Focus - AcuServer - 5.10.3,Micro Focus,AcuServer,5.10.3,,2006-10-31
Micro Focus - AcuServer - 5.10.4,Micro Focus,AcuServer,5.10.4,,2006-10-31
Micro Focus - AcuServer - 5.2,Micro Focus,AcuServer,5.2,,2006-10-31
Micro Focus - AcuServer - 5.20.1,Micro Focus,AcuServer,5.20.1,,2006-10-31
Micro Focus - AcuServer - 5.2,Micro Focus,AcuServer,5.2,,2006-10-31
Micro Focus - AcuServer - 5.21.1,Micro Focus,AcuServer,5.21.1,,2006-10-31
Micro Focus - AcuServer - 6.0,Micro Focus,AcuServer,6.0,,2008-12-31
Micro Focus - AcuServer - 6.1,Micro Focus,AcuServer,6.1,,2008-12-31
Micro Focus - AcuServer - 6.2,Micro Focus,AcuServer,6.2,,2008-12-31
Micro Focus - AcuServer - 6.20.1,Micro Focus,AcuServer,6.20.1,,2008-12-31
Micro Focus - AcuServer - 7.0,Micro Focus,AcuServer,7.0,,2010-12-31
Micro Focus - AcuServer - 7.0,Micro Focus,AcuServer,7.0,,2010-12-31
Micro Focus - AcuServer - 7.0,Micro Focus,AcuServer,7.0,,2010-12-31
Micro Focus - AcuServer - 7.1,Micro Focus,AcuServer,7.1,,2010-12-31
Micro Focus - AcuServer - 7.2,Micro Focus,AcuServer,7.2,,2010-12-31
Micro Focus - AcuServer - 7.2,Micro Focus,AcuServer,7.2,,2010-12-31
Micro Focus - AcuServer - 7.2,Micro Focus,AcuServer,7.2,,2010-12-31
Micro Focus - AcuServer - 8.0,Micro Focus,AcuServer,8.0,,2017-02-28
Micro Focus - AcuServer - 8.0,Micro Focus,AcuServer,8.0,,2017-02-28
Micro Focus - AcuServer - 8.1,Micro Focus,AcuServer,8.1,,2017-02-28
Micro Focus - AcuServer - 8.1,Micro Focus,AcuServer,8.1,,2017-02-28
Micro Focus - AcuServer - 8.1,Micro Focus,AcuServer,8.1,,2017-02-28
Micro Focus - AcuServer - 8.1,Micro Focus,AcuServer,8.1,,2017-02-28
Micro Focus - AcuServer - 9.0,Micro Focus,AcuServer,9.0,,
Micro Focus - AcuServer - 9.0,Micro Focus,AcuServer,9.0,,
Micro Focus - AcuServer - 9.1,Micro Focus,AcuServer,9.1,,
Micro Focus - AcuServer - 9.1,Micro Focus,AcuServer,9.1,,
Micro Focus - AcuServer - 9.1,Micro Focus,AcuServer,9.1,,
Micro Focus - AcuServer - 9.12.1,Micro Focus,AcuServer,9.12.1,,
Micro Focus - AcuServer - 9.2,Micro Focus,AcuServer,9.2,,
Micro Focus - AcuServer - 9.2,Micro Focus,AcuServer,9.2,,
Micro Focus - AcuServer - 9.2,Micro Focus,AcuServer,9.2,,
Micro Focus - AcuServer - 9.2,Micro Focus,AcuServer,9.2,,
Micro Focus - AcuServer - 9.2,Micro Focus,AcuServer,9.2,,
Micro Focus - AcuServer - 9.2,Micro Focus,AcuServer,9.2,,
Micro Focus - AcuSQLPrecompiler - 10.4.0,Micro Focus,AcuSQLPrecompiler,10.4.0,2021-04-29,
Micro Focus - AcuSQLPrecompiler - 10.3,Micro Focus,AcuSQLPrecompiler,10.3,2020-06-30,2021-11-30
Micro Focus - AcuSQLPrecompiler - 10.3,Micro Focus,AcuSQLPrecompiler,10.3,2019-11-27,2021-04-30
Micro Focus - AcuSQLPrecompiler - 10.0,Micro Focus,AcuSQLPrecompiler,10.0,,
Micro Focus - AcuSQLPrecompiler - 10.0,Micro Focus,AcuSQLPrecompiler,10.0,,
Micro Focus - AcuSQLPrecompiler - 10.1,Micro Focus,AcuSQLPrecompiler,10.1,,
Micro Focus - AcuSQLPrecompiler - 10.1,Micro Focus,AcuSQLPrecompiler,10.1,,
Micro Focus - AcuSQLPrecompiler - 10.2,Micro Focus,AcuSQLPrecompiler,10.2,,
Micro Focus - AcuSQLPrecompiler - 10.2,Micro Focus,AcuSQLPrecompiler,10.2,,
Micro Focus - AcuSQLPrecompiler - 5.1,Micro Focus,AcuSQLPrecompiler,5.1,,2006-10-31
Micro Focus - AcuSQLPrecompiler - 5.10.2,Micro Focus,AcuSQLPrecompiler,5.10.2,,2006-10-31
Micro Focus - AcuSQLPrecompiler - 5.10.3,Micro Focus,AcuSQLPrecompiler,5.10.3,,2006-10-31
Micro Focus - AcuSQLPrecompiler - 5.10.4,Micro Focus,AcuSQLPrecompiler,5.10.4,,2006-10-31
Micro Focus - AcuSQLPrecompiler - 5.20.1,Micro Focus,AcuSQLPrecompiler,5.20.1,,2006-10-31
Micro Focus - AcuSQLPrecompiler - 5.2,Micro Focus,AcuSQLPrecompiler,5.2,,2006-10-31
Micro Focus - AcuSQLPrecompiler - 5.21.1,Micro Focus,AcuSQLPrecompiler,5.21.1,,2006-10-31
Micro Focus - AcuSQLPrecompiler - 6.0,Micro Focus,AcuSQLPrecompiler,6.0,,2008-12-31
Micro Focus - AcuSQLPrecompiler - 6.1,Micro Focus,AcuSQLPrecompiler,6.1,,2008-12-31
Micro Focus - AcuSQLPrecompiler - 6.2,Micro Focus,AcuSQLPrecompiler,6.2,,2008-12-31
Micro Focus - AcuSQLPrecompiler - 6.20.1,Micro Focus,AcuSQLPrecompiler,6.20.1,,2008-12-31
Micro Focus - AcuSQLPrecompiler - 9.0,Micro Focus,AcuSQLPrecompiler,9.0,,
Micro Focus - AcuSQLPrecompiler - 9.0,Micro Focus,AcuSQLPrecompiler,9.0,,
Micro Focus - AcuSQLPrecompiler - 9.1,Micro Focus,AcuSQLPrecompiler,9.1,,
Micro Focus - AcuSQLPrecompiler - 9.1,Micro Focus,AcuSQLPrecompiler,9.1,,
Micro Focus - AcuSQLPrecompiler - 9.1,Micro Focus,AcuSQLPrecompiler,9.1,,
Micro Focus - AcuSQLPrecompiler - 9.12.1,Micro Focus,AcuSQLPrecompiler,9.12.1,,
Micro Focus - AcuSQLPrecompiler - 9.2,Micro Focus,AcuSQLPrecompiler,9.2,,
Micro Focus - AcuSQLPrecompiler - 9.2,Micro Focus,AcuSQLPrecompiler,9.2,,
Micro Focus - AcuSQLPrecompiler - 9.2,Micro Focus,AcuSQLPrecompiler,9.2,,
Micro Focus - AcuSQLPrecompiler - 9.2,Micro Focus,AcuSQLPrecompiler,9.2,,
Micro Focus - AcuSQLPrecompiler - 9.2,Micro Focus,AcuSQLPrecompiler,9.2,,
Micro Focus - AcuSQLPrecompiler - 9.2,Micro Focus,AcuSQLPrecompiler,9.2,,
Micro Focus - AcuSQL - 7.0,Micro Focus,AcuSQL,7.0,,2010-12-31
Micro Focus - AcuSQL - 7.0,Micro Focus,AcuSQL,7.0,,2010-12-31
Micro Focus - AcuSQL - 7.0,Micro Focus,AcuSQL,7.0,,2010-12-31
Micro Focus - AcuSQL - 7.1,Micro Focus,AcuSQL,7.1,,2010-12-31
Micro Focus - AcuSQL - 7.1,Micro Focus,AcuSQL,7.1,,2010-12-31
Micro Focus - AcuSQL - 7.2,Micro Focus,AcuSQL,7.2,,2010-12-31
Micro Focus - AcuSQL - 7.2,Micro Focus,AcuSQL,7.2,,2010-12-31
Micro Focus - AcuSQL - 7.2,Micro Focus,AcuSQL,7.2,,2010-12-31
Micro Focus - AcuSQLJPN - 7.2,Micro Focus,AcuSQLJPN,7.2,,2011-12-31
Micro Focus - AcuSQL - 7.3,Micro Focus,AcuSQL,7.3,,2010-12-31
Micro Focus - AcuSQL - 8.0,Micro Focus,AcuSQL,8.0,,2017-02-28
Micro Focus - AcuSQL - 8.0,Micro Focus,AcuSQL,8.0,,2017-02-28
Micro Focus - AcuSQL - 8.1,Micro Focus,AcuSQL,8.1,,2017-02-28
Micro Focus - AcuSQL - 8.1,Micro Focus,AcuSQL,8.1,,2017-02-28
Micro Focus - AcuSQL - 8.1,Micro Focus,AcuSQL,8.1,,2017-02-28
Micro Focus - AcuSQL - 8.1,Micro Focus,AcuSQL,8.1,,2017-02-28
Micro Focus - AcuSQLRuntime - 10.4.0,Micro Focus,AcuSQLRuntime,10.4.0,2021-04-29,
Micro Focus - AcuSQLRuntime - 10.3,Micro Focus,AcuSQLRuntime,10.3,2020-06-30,2021-11-30
Micro Focus - AcuSQLRuntime - 10.3,Micro Focus,AcuSQLRuntime,10.3,2019-11-27,2021-04-30
Micro Focus - AcuSQLRuntime - 10.0,Micro Focus,AcuSQLRuntime,10.0,,
Micro Focus - AcuSQLRuntime - 10.0,Micro Focus,AcuSQLRuntime,10.0,,
Micro Focus - AcuSQLRuntime - 10.1,Micro Focus,AcuSQLRuntime,10.1,,
Micro Focus - AcuSQLRuntime - 10.1,Micro Focus,AcuSQLRuntime,10.1,,
Micro Focus - AcuSQLRuntime - 10.2,Micro Focus,AcuSQLRuntime,10.2,,
Micro Focus - AcuSQLRuntime - 10.2,Micro Focus,AcuSQLRuntime,10.2,,
Micro Focus - AcuSQLRuntime - 5.10.2,Micro Focus,AcuSQLRuntime,5.10.2,,2006-10-31
Micro Focus - AcuSQLRuntime - 5.10.4,Micro Focus,AcuSQLRuntime,5.10.4,,2006-10-31
Micro Focus - AcuSQLRuntime - 5.2,Micro Focus,AcuSQLRuntime,5.2,,2006-10-31
Micro Focus - AcuSQLRuntime - 5.2,Micro Focus,AcuSQLRuntime,5.2,,2006-10-31
Micro Focus - AcuSQLRuntime - 5.21.1,Micro Focus,AcuSQLRuntime,5.21.1,,2006-10-31
Micro Focus - AcuSQLRuntime - 6.0,Micro Focus,AcuSQLRuntime,6.0,,2008-12-31
Micro Focus - AcuSQLRuntime - 6.1,Micro Focus,AcuSQLRuntime,6.1,,2008-12-31
Micro Focus - AcuSQLRuntime - 6.2,Micro Focus,AcuSQLRuntime,6.2,,2008-12-31
Micro Focus - AcuSQLRuntime - 6.20.1,Micro Focus,AcuSQLRuntime,6.20.1,,2008-12-31
Micro Focus - AcuSQLRuntime - 7.0,Micro Focus,AcuSQLRuntime,7.0,,2010-12-31
Micro Focus - AcuSQLRuntime - 7.0,Micro Focus,AcuSQLRuntime,7.0,,2010-12-31
Micro Focus - AcuSQLRuntime - 7.0,Micro Focus,AcuSQLRuntime,7.0,,2010-12-31
Micro Focus - AcuSQLRuntime - 7.1,Micro Focus,AcuSQLRuntime,7.1,,2010-12-31
Micro Focus - AcuSQLRuntime - 7.1,Micro Focus,AcuSQLRuntime,7.1,,2010-12-31
Micro Focus - AcuSQLRuntime - 7.2,Micro Focus,AcuSQLRuntime,7.2,,2010-12-31
Micro Focus - AcuSQLRuntime - 7.2,Micro Focus,AcuSQLRuntime,7.2,,2010-12-31
Micro Focus - AcuSQLRuntime - 7.2,Micro Focus,AcuSQLRuntime,7.2,,2010-12-31
Micro Focus - AcuSQLRuntimeJPN - 7.2,Micro Focus,AcuSQLRuntimeJPN,7.2,,2011-12-31
Micro Focus - AcuSQLRuntime - 7.3,Micro Focus,AcuSQLRuntime,7.3,,2010-12-31
Micro Focus - AcuSQLRuntime - 8.0,Micro Focus,AcuSQLRuntime,8.0,,2017-02-28
Micro Focus - AcuSQLRuntime - 8.0,Micro Focus,AcuSQLRuntime,8.0,,2017-02-28
Micro Focus - AcuSQLRuntime - 8.1,Micro Focus,AcuSQLRuntime,8.1,,2017-02-28
Micro Focus - AcuSQLRuntime - 8.1,Micro Focus,AcuSQLRuntime,8.1,,2017-02-28
Micro Focus - AcuSQLRuntime - 8.1,Micro Focus,AcuSQLRuntime,8.1,,2017-02-28
Micro Focus - AcuSQLRuntime - 8.1,Micro Focus,AcuSQLRuntime,8.1,,2017-02-28
Micro Focus - AcuSQLRuntime - 9.0,Micro Focus,AcuSQLRuntime,9.0,,
Micro Focus - AcuSQLRuntime - 9.0,Micro Focus,AcuSQLRuntime,9.0,,
Micro Focus - AcuSQLRuntime - 9.1,Micro Focus,AcuSQLRuntime,9.1,,
Micro Focus - AcuSQLRuntime - 9.1,Micro Focus,AcuSQLRuntime,9.1,,
Micro Focus - AcuSQLRuntime - 9.1,Micro Focus,AcuSQLRuntime,9.1,,
Micro Focus - AcuSQLRuntime - 9.12.1,Micro Focus,AcuSQLRuntime,9.12.1,,
Micro Focus - AcuSQLRuntime - 9.2,Micro Focus,AcuSQLRuntime,9.2,,
Micro Focus - AcuSQLRuntime - 9.2,Micro Focus,AcuSQLRuntime,9.2,,
Micro Focus - AcuSQLRuntime - 9.2,Micro Focus,AcuSQLRuntime,9.2,,
Micro Focus - AcuSQLRuntime - 9.2,Micro Focus,AcuSQLRuntime,9.2,,
Micro Focus - AcuSQLRuntime - 9.2,Micro Focus,AcuSQLRuntime,9.2,,
Micro Focus - AcuSQLRuntime - 9.2,Micro Focus,AcuSQLRuntime,9.2,,
Micro Focus - AcuToWeb - 10.4.0,Micro Focus,AcuToWeb,10.4.0,2021-04-29,
Micro Focus - AcuToWeb - 10.3,Micro Focus,AcuToWeb,10.3,2020-06-30,2021-11-30
Micro Focus - AcuToWeb - 10.3,Micro Focus,AcuToWeb,10.3,2019-11-27,2021-04-30
Micro Focus - AcuToWeb - 10.1,Micro Focus,AcuToWeb,10.1,,
Micro Focus - AcuToWeb - 10.1,Micro Focus,AcuToWeb,10.1,,
Micro Focus - AcuToWeb - 10.2,Micro Focus,AcuToWeb,10.2,,
Micro Focus - AcuToWeb - 10.2,Micro Focus,AcuToWeb,10.2,,
Micro Focus - AcuXDBC - 10.4.0,Micro Focus,AcuXDBC,10.4.0,2021-04-29,
Micro Focus - AcuXDBC - 10.3,Micro Focus,AcuXDBC,10.3,2020-06-30,2021-11-30
Micro Focus - AcuXDBC - 10.3,Micro Focus,AcuXDBC,10.3,2019-11-27,2021-04-30
Micro Focus - AcuXDBC - 10.0,Micro Focus,AcuXDBC,10.0,,
Micro Focus - AcuXDBC - 10.0,Micro Focus,AcuXDBC,10.0,,
Micro Focus - AcuXDBC - 10.1,Micro Focus,AcuXDBC,10.1,,
Micro Focus - AcuXDBC - 10.1,Micro Focus,AcuXDBC,10.1,,
Micro Focus - AcuXDBC - 10.2,Micro Focus,AcuXDBC,10.2,,
Micro Focus - AcuXDBC - 10.2,Micro Focus,AcuXDBC,10.2,,
Micro Focus - AcuXDBC - 7.4,Micro Focus,AcuXDBC,7.4,,2010-12-31
Micro Focus - AcuXDBC - 8.0,Micro Focus,AcuXDBC,8.0,,2017-02-28
Micro Focus - AcuXDBC - 8.0,Micro Focus,AcuXDBC,8.0,,2017-02-28
Micro Focus - AcuXDBC - 8.1,Micro Focus,AcuXDBC,8.1,,2017-02-28
Micro Focus - AcuXDBC - 8.1,Micro Focus,AcuXDBC,8.1,,2017-02-28
Micro Focus - AcuXDBC - 8.1,Micro Focus,AcuXDBC,8.1,,2017-02-28
Micro Focus - AcuXDBC - 8.1,Micro Focus,AcuXDBC,8.1,,2017-02-28
Micro Focus - AcuXDBC - 9.0,Micro Focus,AcuXDBC,9.0,,
Micro Focus - AcuXDBC - 9.0,Micro Focus,AcuXDBC,9.0,,
Micro Focus - AcuXDBC - 9.1,Micro Focus,AcuXDBC,9.1,,
Micro Focus - AcuXDBC - 9.1,Micro Focus,AcuXDBC,9.1,,
Micro Focus - AcuXDBC - 9.12.1,Micro Focus,AcuXDBC,9.12.1,,
Micro Focus - AcuXDBC - 9.2,Micro Focus,AcuXDBC,9.2,,
Micro Focus - AcuXDBC - 9.2,Micro Focus,AcuXDBC,9.2,,
Micro Focus - AcuXDBC - 9.2,Micro Focus,AcuXDBC,9.2,,
Micro Focus - AcuXDBC - 9.2,Micro Focus,AcuXDBC,9.2,,
Micro Focus - AcuXDBC - 9.2,Micro Focus,AcuXDBC,9.2,,
Micro Focus - AcuXDBC - 9.2,Micro Focus,AcuXDBC,9.2,,
Micro Focus - AcuXDBCEnterpriseEdition - 10.4.0,Micro Focus,AcuXDBCEnterpriseEdition,10.4.0,2021-04-29,
Micro Focus - AcuXDBCEnterpriseEdition - 10.3,Micro Focus,AcuXDBCEnterpriseEdition,10.3,2020-06-30,2021-11-30
Micro Focus - AcuXDBCEnterpriseEdition - 10.3,Micro Focus,AcuXDBCEnterpriseEdition,10.3,2019-11-27,2021-04-30
Micro Focus - AcuXDBCEnterpriseEdition - 10.0,Micro Focus,AcuXDBCEnterpriseEdition,10.0,,
Micro Focus - AcuXDBCEnterpriseEdition - 10.0,Micro Focus,AcuXDBCEnterpriseEdition,10.0,,
Micro Focus - AcuXDBCEnterpriseEdition - 10.1,Micro Focus,AcuXDBCEnterpriseEdition,10.1,,
Micro Focus - AcuXDBCEnterpriseEdition - 10.1,Micro Focus,AcuXDBCEnterpriseEdition,10.1,,
Micro Focus - AcuXDBCEnterpriseEdition - 10.2,Micro Focus,AcuXDBCEnterpriseEdition,10.2,,
Micro Focus - AcuXDBCEnterpriseEdition - 10.2,Micro Focus,AcuXDBCEnterpriseEdition,10.2,,
Micro Focus - AcuXDBCEnterpriseEdition - 7.4,Micro Focus,AcuXDBCEnterpriseEdition,7.4,,2010-12-31
Micro Focus - AcuXDBCEnterpriseEdition - 8.0,Micro Focus,AcuXDBCEnterpriseEdition,8.0,,2017-02-28
Micro Focus - AcuXDBCEnterpriseEdition - 8.0,Micro Focus,AcuXDBCEnterpriseEdition,8.0,,2017-02-28
Micro Focus - AcuXDBCEnterpriseEdition - 8.1,Micro Focus,AcuXDBCEnterpriseEdition,8.1,,2017-02-28
Micro Focus - AcuXDBCEnterpriseEdition - 8.1,Micro Focus,AcuXDBCEnterpriseEdition,8.1,,2017-02-28
Micro Focus - AcuXDBCEnterpriseEdition - 8.1,Micro Focus,AcuXDBCEnterpriseEdition,8.1,,2017-02-28
Micro Focus - AcuXDBCEnterpriseEdition - 8.1,Micro Focus,AcuXDBCEnterpriseEdition,8.1,,2017-02-28
Micro Focus - AcuXDBCEnterpriseEdition - 9.0,Micro Focus,AcuXDBCEnterpriseEdition,9.0,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.0,Micro Focus,AcuXDBCEnterpriseEdition,9.0,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.1,Micro Focus,AcuXDBCEnterpriseEdition,9.1,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.1,Micro Focus,AcuXDBCEnterpriseEdition,9.1,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.1,Micro Focus,AcuXDBCEnterpriseEdition,9.1,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.12.1,Micro Focus,AcuXDBCEnterpriseEdition,9.12.1,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.2,Micro Focus,AcuXDBCEnterpriseEdition,9.2,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.2,Micro Focus,AcuXDBCEnterpriseEdition,9.2,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.2,Micro Focus,AcuXDBCEnterpriseEdition,9.2,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.2,Micro Focus,AcuXDBCEnterpriseEdition,9.2,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.2,Micro Focus,AcuXDBCEnterpriseEdition,9.2,,
Micro Focus - AcuXDBCEnterpriseEdition - 9.2,Micro Focus,AcuXDBCEnterpriseEdition,9.2,,
Micro Focus - AcuXDBCServer - 10.4.0,Micro Focus,AcuXDBCServer,10.4.0,2021-04-29,
Micro Focus - AcuXDBCServer - 10.3,Micro Focus,AcuXDBCServer,10.3,2020-06-30,2021-11-30
Micro Focus - AcuXDBCServer - 10.3,Micro Focus,AcuXDBCServer,10.3,2019-11-27,2021-04-30
Micro Focus - AcuXDBCServer - 10.0,Micro Focus,AcuXDBCServer,10.0,,
Micro Focus - AcuXDBCServer - 10.0,Micro Focus,AcuXDBCServer,10.0,,
Micro Focus - AcuXDBCServer - 10.1,Micro Focus,AcuXDBCServer,10.1,,
Micro Focus - AcuXDBCServer - 10.1,Micro Focus,AcuXDBCServer,10.1,,
Micro Focus - AcuXDBCServer - 10.2,Micro Focus,AcuXDBCServer,10.2,,
Micro Focus - AcuXDBCServer - 10.2,Micro Focus,AcuXDBCServer,10.2,,
Micro Focus - AcuXDBCServer - 7.4,Micro Focus,AcuXDBCServer,7.4,,2010-12-31
Micro Focus - AcuXDBCServer - 8.0,Micro Focus,AcuXDBCServer,8.0,,2017-02-28
Micro Focus - AcuXDBCServer - 8.0,Micro Focus,AcuXDBCServer,8.0,,2017-02-28
Micro Focus - AcuXDBCServer - 8.1,Micro Focus,AcuXDBCServer,8.1,,2017-02-28
Micro Focus - AcuXDBCServer - 8.1,Micro Focus,AcuXDBCServer,8.1,,2017-02-28
Micro Focus - AcuXDBCServer - 8.1,Micro Focus,AcuXDBCServer,8.1,,2017-02-28
Micro Focus - AcuXDBCServer - 8.1,Micro Focus,AcuXDBCServer,8.1,,2017-02-28
Micro Focus - AcuXDBCServer - 9.0,Micro Focus,AcuXDBCServer,9.0,,
Micro Focus - AcuXDBCServer - 9.0,Micro Focus,AcuXDBCServer,9.0,,
